date,fix_return,fix_return_narrow,control_return,post_fix_return,daily_log_return
2011-01-03,0.0038553379862947415,0.0036693922467162985,0.002307444837536863,-0.0011917313598182242,0.0066231499582834
2011-01-04,-0.004022310935453906,-0.0028371409686725716,0.0004544008802683448,-0.0012832265738877693,0.0018320056420025735
2011-01-05,0.0024697016897971564,0.0011881370497014727,-9.192443817670054e-05,0.0010956903944976959,0.0014631918476978162
2011-01-06,-0.0037817690231420477,-0.0026736751279798237,0.000459242258358495,0.0011083403739188108,-0.012043354022104864
2011-01-07,-0.0018549439561022737,-0.0012985810191414836,0.00036890159968309803,-0.0026027157284159897,-0.0073335209148138744
2011-01-10,-0.0005605905033290662,-0.002055307151020742,-0.00027942066963338385,0.000934142991796922,0.0012133092159966597
2011-01-11,0.0022236644018682806,0.00231620986489318,0.0,0.0010175293417590229,0.009376664346440867
2011-01-12,0.0002757479681060161,0.000551369247565075,-0.001757063382640198,0.00027567195212497056,0.007640300433048768
2011-01-13,-0.0013591267438980267,-0.0009058792176689567,-9.161284418475238e-05,0.002173717004808347,0.013028016453398732
2011-01-14,0.0009947999916036056,0.0002711374231441525,0.0005417118225646402,-0.000723392743364216,0.0042451402775661624
2011-01-17,0.0007282658492108854,-0.0007282658492108049,0.00027328626906600377,0.00027296301520649864,-0.009969268718483405
2011-01-18,-0.0030638935385918407,-0.00225418246121647,-0.0008140744875435118,-0.0006319686031664381,0.006627049808574618
2011-01-19,0.0003616636567451608,0.0008130448977624553,0.0014453480384257567,0.000813265304843365,-9.04854545248224e-05
2011-01-20,-0.0003587765757383549,0.0005389867180427287,0.0003607829028039936,0.0009863260158502374,0.010531624413371604
2011-01-21,0.0005349977836033225,0.0009801738365497062,0.0006242475790179865,0.0,0.006871039391262285
2011-01-24,-0.0007985449162198713,-0.0015078276837868524,0.0,-0.0007991830998552575,0.0011551962896595785
2011-01-25,-0.0029321625699350504,-0.00026641801143326485,0.0016975657415893087,-0.0006230807091073088,-0.00017763566970943528
2011-01-26,0.0011548884151303446,-0.0005328123738518167,8.879023313257315e-05,8.878235012726284e-05,0.0005328123738517641
2011-01-27,-0.0005272407855000922,-0.0011418032947483107,0.00281988202367137,-0.0014073359698119486,0.009630325786620972
2011-01-28,-0.0032111346832711255,-0.0004459308881032316,0.0005286809533661568,-0.003221479296087972,-0.017294564354801138
2011-01-31,-0.0017788851084278004,-0.0008887309507822024,0.000891265656146396,0.0006229698061128973,0.01035723544321109
2011-02-01,-0.0015118505258627571,-0.00026682083139574844,-0.000713712225853284,0.00026696329413285425,-0.0001776672297469138
2011-02-02,0.0015097023426019036,-0.0007985449162198713,0.0011547858267517892,0.0,0.00035530289945627047
2011-02-03,-0.003771556194882662,-0.002244065391258037,0.0,0.0007194891937322942,-0.012151686339825869
2011-02-04,0.0007202016875939115,-0.00027013642053417186,0.0,0.002337079715434171,0.0031414108318458802
2011-02-07,0.0017041127044261993,0.0006280561868105382,-0.001339584929056361,0.0011643008793661427,0.0021480362685151037
2011-02-08,-0.0009819237566459514,-0.0002682043733389645,0.001967096485517228,0.0011603518060085193,0.002411038360449095
2011-02-09,0.0009734083331324079,-8.843687823590999e-05,-0.00026627612991836526,-0.0017705387061507018,0.008348924950557215
2011-02-10,0.002740333206572231,0.0011488667252781979,0.0008869180182279546,0.0002647954470654529,0.0027381547823625853
2011-02-11,-0.0002655689831037932,0.00203512878275911,0.0005314437680440534,-0.0003542017215815359,-0.0025612732041177914
2011-02-14,-0.0008905513100812654,0.0006238581370733005,0.00017831669091472686,8.909082815823146e-05,-0.002842677582734321
2011-02-15,0.001238171202668999,0.0015906684159897964,-8.849949118573019e-05,-0.001061195713312461,0.005057910423410397
2011-02-16,0.002207798839135276,0.0008826125903945596,-0.0009716886061125604,0.0004409754448141255,0.004415798043534448
2011-02-17,0.0002650762109622496,8.835873652753804e-05,0.001323043191890143,0.001236094100528306,-0.00017625804222952548
2011-02-18,-0.00017597888298826608,0.00035195776870141325,-0.0007956504862127275,0.0012312023365141107,0.003694910511415691
2011-02-21,0.0005279366598644274,0.0006159532070322033,0.000879507532507551,0.0004397344075079106,-0.00263643706626234
2011-02-22,-0.003962842577644295,-0.002200801979901022,0.0051436793080484,-0.00044128679944742757,-0.004409567070977564
2011-02-23,-0.0012315272492466737,-0.0007039775017943805,0.0008815233292989896,-0.002202935199388155,0.002559916655941573
2011-02-24,-0.0018624456627405193,-8.864855287047254e-05,-0.0007978370176328387,0.00044375416747713154,-0.0002645152772995014
2011-02-25,8.901152705148185e-05,0.0,-0.0021207041614184035,0.0011564294310167594,-0.009480423640173914
2011-02-28,-0.0005303164345605315,0.00035370059613604925,0.001415052858391562,-0.001061477322134852,0.009500626400362377
2011-03-01,0.00035276479773183885,-0.00026442201908068034,0.0005280760552219462,-0.0034447766255418753,-0.003541080187454574
2011-03-02,0.0007943162678790799,-0.0007057785912732152,0.0033577834853089684,-0.0014125543092092143,0.006276818556986121
2011-03-03,0.0001742463848285095,0.0004357108691647514,0.00017633574371226743,0.0012188753032619291,0.012958766406292465
2011-03-04,-0.0013910626482414447,-0.0013024792359279378,0.0013880456813476724,0.0017385261680680237,0.0013909417177800849
