date,fix_return,fix_return_narrow,control_return,post_fix_return,daily_log_return
2011-01-03,0.0025202766256312258,0.0024587524518903127,0.0007759959002954687,-0.00038732167548964934,-0.005409595881375107
2011-01-04,0.0009624948607906947,0.0003851832878079639,0.00031990786926260653,-0.00044904898595918665,0.007013960095234941
2011-01-05,6.460156984067142e-05,-0.0005818276015057912,0.0009620010361910629,0.0009685230781305052,-0.00546537287131928
2011-01-06,-0.0011621902134574874,-0.001356720820571116,0.000646287103216831,0.0003875468334255754,-0.004005432062234122
2011-01-07,0.0019286409064054647,6.422813836947654e-05,-0.00032363507192079664,-0.0009638554963065164,0.006259498384503812
2011-01-10,0.0018664526737769574,0.0008358785247978628,-0.0003869969088546438,0.0019913287453941406,0.002955730481867812
2011-01-11,0.0014124296133423584,0.0012199430066077467,0.0010304631555229492,0.0023709600674639976,0.0012183003013736043
2011-01-12,0.0035702938786086815,0.002040036408134425,-0.003519215328662793,0.00025453388619782284,0.00886796458715486
2011-01-13,0.0003785727851382685,6.30894924659413e-05,0.0008888889474166356,0.0008197497069703178,0.006205300732190436
2011-01-14,0.000315188958388237,6.299411007159165e-05,0.0001893879618045561,6.3025872141352e-05,0.0016398616099956385
2011-01-17,0.0008173787747985276,0.0005029232519405872,0.0009444357698692035,-0.0005029232519406474,0.0011330019465938491
2011-01-18,-0.0011253517911613382,-0.0007501875820694066,-0.0026825556496483352,0.0006878654556313272,0.0037674287936445405
2011-01-19,0.0003129596620544265,0.0003754458463475333,0.00012518778183602338,0.0008132370408474702,0.0010022551578146935
2011-01-20,-0.00018913721961619223,6.307357534656328e-05,-0.0003126661064148797,0.001134287096219777,-0.004140792666031388
2011-01-21,0.0013146776238557002,0.0010010010845848043,0.0009434853044443126,0.0005003752919012798,0.005767317891686686
2011-01-24,0.0015640154584838262,0.000750234483454324,-0.0008150726179318561,-0.0003126074613596681,-0.0006255082458278729
2011-01-25,-0.0016457783180531213,-0.00025298842712880536,-0.0003169672599361877,0.0020884100872706744,-0.010504232194658994
2011-01-26,0.00031487137764496287,-0.00044079217363068705,0.0021456527227169454,0.00018887524846026392,0.007056925512031962
2011-01-27,-0.0028861859663652707,-0.0018190376663950354,0.001571487264352079,-0.0008800604037961057,-0.0002511773953550496
2011-01-28,-0.0011990787464264887,0.0005683074064490707,-0.00044073666698010174,-6.314925328104866e-05,-0.004027442357825208
2011-01-31,0.00043737699469458685,-0.000124843945230805,0.0005039687646039637,0.001685235863685797,0.012495845619732151
2011-02-01,0.0006818956963848225,0.001549763196458951,-0.0003723008233621684,-0.0008679479776124252,0.006716860877273026
2011-02-02,-0.0012969769906284925,-0.0012963364882159164,0.0012949775188660962,-0.0008655867982017645,0.004206105044274417
2011-02-03,-0.0006817266540251973,-0.0009296272864342167,-0.0015391722293688027,0.0016725001575758453,-0.004268091717159495
2011-02-04,-0.00018685185816249273,0.00043612349216239,-0.000620193520251293,0.0020534526987858025,-0.0013646798222387284
2011-02-07,-0.00024826216612115136,0.00012416190728642036,-0.0019842506665427293,-0.0001241541996752218,0.001737943457743828
2011-02-08,0.002549673344185908,0.0008082818234689589,0.00031022181108114556,-0.0005591277752598096,-0.0038523721062071075
2011-02-09,-0.0013037406782271718,-0.0005585378864910191,0.0006838882420172675,-0.0006214268159214689,0.0021765500959129813
2011-02-10,0.004168357670173665,0.0015560330528894039,0.0004979149913037941,0.001054885146377265,-0.0002485089476009945
2011-02-11,0.0004374043247791242,0.0006249609602826727,-0.003622061038535127,-0.0013753440527556567,-0.005545358302114626
2011-02-14,-0.0001250000001627362,0.0010630648532647888,-0.0016872367695814358,0.0010620022862897456,0.0014364677859616927
2011-02-15,0.0007433102423507184,0.0003096262835524232,0.0021821137746224567,-0.0017352508072562682,0.006841673658263868
2011-02-16,0.0008109541631545293,-0.0006232082963763976,-0.002980813236104083,0.001682190982647008,-0.0026689026797150454
2011-02-17,0.00037126415871041206,0.0,0.0008058767444786132,0.0003711263727883022,0.005268879382672479
2011-02-18,-0.0001849967630841911,-0.0009250409219343559,0.00012338824125717018,0.0016021694331845482,0.004810666734074625
2011-02-21,0.0,-0.0004930662657674099,0.0,0.0002464723655339417,-0.0013549303052102547
2011-02-22,-0.0011127597587383825,-0.0014216400700744608,0.0012999475661431728,-0.002415235730511201,-0.004261501678179896
2011-02-23,-0.0006774859372856987,0.0,-0.00197202257782269,-0.0005546482747804375,0.004569601628240185
2011-02-24,-0.0030382909746774073,-0.0005584339176550151,-0.00043232560967338584,0.000558745940347391,-0.005560375131790792
2011-02-25,0.0006226650263446357,6.22645621446053e-05,-0.0013054426371377284,0.0007466866130011107,-0.0015500514620418744
2011-02-28,-0.0005534204599358782,0.0006768606233246968,0.0015433530859260273,-0.0007383706956184127,0.01056772186698782
2011-03-01,0.0034991901630228987,0.0021474377059344345,-0.0005521303167778374,-0.0007969837653259367,-0.0007379620284477113
2011-03-02,0.0007350689458086271,-0.0012247398958958238,0.0021478330493158613,-0.001409357137599201,0.00441962538815886
2011-03-03,-0.0007988938817892463,-0.0005529784172122928,0.0003686862521791959,-0.00018445079827268364,-0.003312886465550092
2011-03-04,-0.0013530137365427408,-0.0006766108208305172,0.0011074879615945417,6.154035510726695e-05,-0.00036877689416083014
2011-03-07,0.0,0.0001849625456120855,-0.0004902561686625406,-0.0015419252445920564,-0.004251785682388246
2011-03-08,-0.0004953253769775136,0.0,-0.0008037840108763616,0.0009285339117720071,-0.002163633273811857
2011-03-09,-0.00012338824125718024,-0.0004934007747807764,-0.0003089184788707077,-0.000493705267989071,0.0025340722482276663
2011-03-10,-0.0024278656057039262,-0.0014950479331175726,0.0004948045622971361,0.0009967606108092957,-0.008492751662709306
2011-03-11,-0.0007486431193752566,-0.000873416987335332,-0.0008123223491647496,0.0009980663294979599,0.0009955821866454526
2011-03-14,-0.00043398742117651596,-6.201358099411884e-05,0.0016784264034134136,0.0039608914267135545,0.005889481082250336
2011-03-15,-0.00012465719288146543,0.00043612349216239,-0.0026788789655423292,0.0013703751988831151,-0.0066981148463396345
2011-03-16,-0.0009349581508202,-0.0019950131305197702,-0.0005593015091578176,-0.0001247271595005771,-0.003928053184860687
2011-03-17,0.0009308387528670697,0.000248200547315326,-0.0007448327574188234,0.0009919405649055691,0.007716759931090243
