date,account_balance
2018-09-17,128992.9
2018-09-18,128992.9
2018-09-19,128992.9
2018-09-20,128992.9
2018-09-21,128992.9
2018-09-22,128992.9
2018-09-23,127000.2
2018-09-24,127711.14
2018-09-25,127711.14
2018-09-26,127711.14
2018-09-27,127711.14
2018-09-28,127711.14
2018-09-29,127711.14
2018-09-30,127711.14
2018-10-01,127711.14
2018-10-02,127711.14
2018-10-03,127711.14
2018-10-04,127711.14
2018-10-05,127711.14
2018-10-06,127711.14
2018-10-07,127711.14
2018-10-08,127711.14
2018-10-09,127711.14
2018-10-10,129612.61
2018-10-11,129612.61
2018-10-12,129612.61
2018-10-13,129612.61
2018-10-14,129612.61
2018-10-15,129612.61
2018-10-16,129612.61
2018-10-17,129612.61
2018-10-18,129612.61
2018-10-19,129612.61
2018-10-20,129612.61
2018-10-21,129612.61
2018-10-22,129612.61
2018-10-23,131485.08
2018-10-24,131485.08
2018-10-25,131485.08
2018-10-26,131485.08
2018-10-27,131485.08
2018-10-28,131485.08
2018-10-29,131485.08
2018-10-30,133363.46
2018-10-31,133363.46
2018-11-01,133363.46
2018-11-02,133363.46
2018-11-03,133363.46
2018-11-04,133363.46
2018-11-05,133363.46
2018-11-06,133363.46
2018-11-07,133363.46
2018-11-08,133363.46
2018-11-09,133363.46
2018-11-10,133363.46
2018-11-11,133363.46
2018-11-12,133363.46
2018-11-13,133363.46
2018-11-14,133363.46
2018-11-15,133363.46
2018-11-16,133363.46
2018-11-17,133363.46
2018-11-18,133363.46
2018-11-19,133363.46
2018-11-20,133363.46
2018-11-21,133363.46
2018-11-22,133363.46
2018-11-23,133363.46
2018-11-24,133363.46
2018-11-25,133363.46
2018-11-26,133363.46
2018-11-27,133363.46
2018-11-28,133363.46
2018-11-29,133363.46
2018-11-30,133363.46
2018-12-01,133363.46
2018-12-02,133363.46
2018-12-03,133363.46
2018-12-04,133363.46
2018-12-05,133363.46
2018-12-06,133363.46
